order_id,order_date,product_id,quantity
SO205366,2025-02-10,1020,1
SO204266,2023-11-25,1010,3
SO561210,2025-08-07,1014,1
SO312715,2024-01-11,1019,3
SO290390,2023-02-05,1018,5
SO747206,2023-02-12,1019,4
SO324299,2025-07-22,1017,4
SO171555,2023-02-08,1012,1
SO322731,2024-04-15,1006,5
SO752640,2025-12-27,1018,5
SO441829,2025-12-03,1013,4
SO122912,2024-12-02,1009,2
SO520363,2024-08-16,1013,4
SO820932,2025-04-17,1008,3
SO761473,2023-09-27,1009,3
SO942628,2025-02-08,1017,5
SO273834,2025-11-26,1010,4
SO570291,2023-04-24,1020,5
SO230798,2025-12-25,1008,3
SO762185,2023-10-16,1015,3
SO414787,2024-04-29,1004,1
SO204084,2024-07-21,1012,2
SO710941,2024-03-24,1014,5
SO439393,2024-12-06,1010,6
SO342059,2025-11-29,1016,5
SO840246,2023-06-13,1015,1
SO496384,2025-08-11,1011,1
SO386198,2025-01-02,1002,5
SO536691,2023-07-07,1016,4
SO926314,2024-10-27,1005,6
SO650722,2023-09-07,1011,2
SO884438,2024-08-31,1012,4
SO386835,2023-07-14,1010,4
SO816530,2023-07-22,1005,4
SO251085,2023-11-21,1004,2
SO771483,2024-07-29,1006,3
SO864405,2024-04-12,1004,5
SO405330,2024-01-20,1004,5
SO165951,2025-05-02,1005,4
SO214262,2023-10-31,1020,5
SO910422,2023-03-26,1015,3
SO494718,2023-06-18,1016,2
SO562007,2025-06-07,1004,4
SO576572,2024-07-20,1005,5
SO691377,2023-08-12,1012,5
SO316933,2023-08-20,1010,3
SO416760,2023-05-15,1010,5
SO618243,2025-10-30,1001,4
SO266803,2025-01-03,1003,1
SO764149,2024-07-07,1012,2
SO311047,2023-01-11,1016,2
SO633451,2024-12-01,1017,7
SO212676,2023-11-07,1010,5
SO488161,2024-11-02,1004,5
SO265344,2025-06-13,1001,2
SO560183,2023-10-12,1011,5
SO725227,2025-01-08,1010,3
SO926654,2025-11-05,1001,4
SO307642,2025-12-06,1004,3
SO298162,2023-07-18,1015,5
SO279715,2023-08-31,1018,5
SO622130,2024-10-03,1008,3
SO453448,2024-09-01,1011,5
SO219699,2023-11-09,1009,6
SO161277,2023-08-03,1015,5
SO786432,2025-02-13,1016,5
SO958129,2023-11-07,1013,4
SO974926,2024-07-07,1011,4
SO641809,2025-06-27,1015,5
SO253491,2025-04-17,1013,4
SO854127,2024-01-07,1010,3
SO659907,2024-07-12,1011,5
SO711634,2025-05-15,1006,1
SO177959,2025-07-03,1016,5
SO775132,2024-10-07,1001,5
SO263830,2023-02-08,1001,1
SO761934,2023-10-02,1018,2
SO409399,2023-02-21,1003,5
SO822196,2024-11-04,1018,2
SO420588,2025-05-26,1002,2
SO162293,2023-07-09,1009,3
SO918124,2025-10-08,1017,6
SO567773,2024-05-26,1007,5
SO879941,2023-09-03,1004,3
SO848337,2024-03-07,1011,3
SO674289,2024-06-20,1014,2
SO832665,2024-09-26,1001,3
SO248445,2023-03-05,1014,3
SO507362,2023-02-22,1009,4
SO506666,2023-08-18,1006,3
SO687225,2025-05-11,1004,2
SO120394,2025-06-30,1010,1
SO649671,2023-08-10,1011,3
SO113871,2023-04-03,1012,1
SO821303,2025-12-25,1010,5
SO663715,2023-02-07,1020,3
SO147185,2025-03-26,1003,1
SO169108,2025-04-19,1002,2
SO198699,2023-08-02,1015,5
SO688902,2024-04-25,1005,2
SO563237,2024-09-26,1017,3
SO758884,2024-08-29,1008,2
SO933805,2024-06-22,1017,2
SO325231,2024-07-07,1010,1
SO794833,2023-05-08,1013,1
SO808138,2025-03-26,1015,1
SO653430,2024-01-24,1007,3
SO588816,2024-03-30,1004,2
SO382155,2024-07-30,1007,2
SO133903,2024-05-22,1008,2
SO395834,2023-06-18,1004,2
SO892473,2025-01-15,1016,1
SO943596,2024-04-23,1009,4
SO658373,2025-02-24,1002,2
SO297751,2025-08-12,1011,3
SO176209,2024-07-08,1014,2
SO452877,2024-06-26,1005,4
SO641511,2023-03-11,1009,3
SO976070,2025-11-10,1003,5
SO258434,2025-03-25,1011,2
SO484185,2023-08-08,1012,4
SO960100,2023-04-22,1016,5
SO491070,2025-10-09,1014,6
SO262506,2023-05-31,1017,4
SO383016,2025-03-28,1005,1
SO748362,2025-01-19,1011,4
SO581728,2023-11-17,1020,3
SO875237,2023-01-03,1011,1
SO307011,2025-12-26,1015,7
SO317127,2024-10-14,1007,3
SO596480,2024-04-30,1005,2
SO771301,2025-12-29,1004,5
SO210924,2023-03-03,1011,2
SO358643,2025-11-25,1017,3
SO466596,2024-02-17,1020,1
SO874219,2024-07-16,1007,5
SO442831,2023-10-12,1007,4
SO774376,2024-09-20,1003,1
SO988239,2023-01-09,1015,5
SO372565,2025-09-19,1001,5
SO115679,2023-09-27,1011,4
SO227739,2025-09-02,1008,1
SO735520,2024-12-06,1010,5
SO217995,2023-06-22,1010,5
SO221574,2023-08-17,1015,2
SO492617,2023-03-28,1007,5
SO203465,2024-05-25,1006,5
SO710901,2023-01-20,1015,1
SO475542,2025-10-24,1020,4
SO224894,2024-04-23,1001,5
SO833068,2025-10-02,1013,6
SO368642,2025-08-01,1013,3
SO201001,2024-08-04,1019,2
SO267727,2023-07-04,1018,3
SO550328,2025-11-25,1012,2
SO604745,2025-06-11,1019,4
SO551288,2024-12-09,1005,3
SO335381,2024-08-05,1019,1
SO770323,2023-05-17,1019,4
SO604643,2023-04-29,1005,1
SO240407,2025-08-17,1007,2
SO918636,2025-02-25,1008,3
SO773383,2024-02-26,1016,5
SO194729,2023-06-17,1002,3
SO711663,2024-01-18,1009,5
SO875261,2023-04-29,1020,5
SO851521,2024-07-21,1017,5
SO343135,2023-08-29,1011,5
SO709624,2023-07-07,1002,4
SO346526,2023-05-07,1007,2
SO497186,2025-01-24,1005,5
SO917973,2023-08-13,1001,4
SO775539,2024-11-30,1013,2
SO340224,2023-08-29,1019,4
SO552355,2025-12-13,1005,5
SO256810,2024-06-24,1010,1
SO851367,2024-10-11,1010,6
SO641467,2023-01-05,1007,4
SO934824,2024-04-25,1020,2
SO485737,2023-01-30,1010,2
SO909588,2025-09-12,1005,4
SO919276,2025-12-19,1012,6
SO500379,2024-09-07,1006,2
SO273037,2025-05-27,1011,5
SO509171,2024-04-25,1006,5
SO590188,2023-01-04,1019,3
SO494119,2025-10-24,1009,5
SO582033,2024-11-25,1005,3
SO776873,2023-05-03,1003,2
SO306298,2025-11-12,1015,5
SO322842,2024-10-02,1002,5
SO470644,2024-10-24,1012,4
SO347896,2023-04-17,1009,1
SO896598,2024-05-12,1010,1
SO462123,2025-09-26,1010,4
SO633757,2025-01-28,1018,3
SO619106,2023-03-01,1012,1
SO454715,2023-12-27,1002,6
SO328843,2024-03-25,1007,2
SO120578,2023-02-11,1004,3
SO357552,2025-05-13,1014,4
SO504370,2023-11-07,1017,4
SO531470,2023-07-26,1020,3
SO706244,2024-06-29,1005,3
SO991260,2025-08-05,1017,3
SO132217,2024-07-12,1017,3
SO531849,2023-07-28,1017,2
SO665132,2025-06-16,1020,5
SO794384,2024-01-13,1004,4
SO262277,2023-02-25,1009,5
SO502416,2023-12-12,1016,3
SO990395,2025-08-26,1016,2
SO128781,2023-12-15,1019,6
SO907631,2023-12-08,1011,4
SO140383,2023-05-19,1008,3
SO117171,2024-06-03,1003,2
SO493458,2025-03-26,1012,1
SO290552,2024-04-06,1003,3
SO620701,2025-01-16,1008,1
SO211875,2025-03-08,1005,5
SO564671,2024-10-14,1008,7
SO541262,2024-06-25,1005,3
SO365667,2023-05-28,1001,1
SO725476,2023-10-24,1017,5
SO143615,2024-07-10,1009,1
SO293618,2024-08-19,1001,4
SO650268,2023-08-11,1004,3
SO100667,2023-09-04,1002,4
SO745154,2024-05-16,1017,1
SO689350,2024-10-23,1003,3
SO441749,2023-11-30,1015,3
SO737771,2023-06-12,1006,5
SO373634,2023-01-26,1017,2
SO942190,2025-06-07,1005,2
SO505899,2025-10-02,1019,7
SO759493,2023-12-11,1010,3
SO880701,2023-03-26,1004,5
SO134076,2025-04-12,1005,5
SO361814,2024-09-13,1002,1
SO604811,2024-12-17,1008,4
SO398461,2023-03-14,1007,3
SO486624,2025-11-08,1001,5
SO452829,2025-09-30,1012,2
SO972855,2025-09-19,1017,3
SO346996,2025-01-11,1011,1
SO476365,2025-09-03,1017,4
SO141151,2025-07-14,1015,5
SO374074,2025-09-16,1001,1
SO139090,2024-01-11,1009,3
SO876590,2024-02-08,1005,3
SO532622,2025-06-20,1005,5
SO495355,2023-05-01,1018,1
SO537264,2023-01-17,1008,5
SO506186,2025-03-29,1005,1
SO983353,2023-07-25,1018,5
SO258123,2025-11-06,1009,4
SO547180,2024-10-14,1008,5
SO402750,2024-12-02,1006,5
SO958711,2025-04-12,1015,1
SO127608,2024-04-05,1007,1
SO281188,2024-09-12,1011,1
SO219592,2023-01-13,1010,3
SO280191,2023-06-10,1001,1
SO442120,2024-02-04,1005,5
SO157634,2025-05-19,1016,5
SO813602,2024-12-17,1015,5
SO832232,2024-04-18,1016,4
SO356815,2024-01-08,1020,1
SO192656,2023-03-25,1017,1
SO854443,2025-03-13,1008,2
SO613275,2024-02-08,1010,5
SO761117,2025-01-31,1006,4
SO684912,2025-05-31,1014,1
SO236730,2025-01-20,1002,5
SO574151,2024-01-17,1014,5
SO212834,2025-09-04,1001,3
SO207070,2023-08-05,1012,5
SO930759,2023-05-22,1004,3
SO703129,2023-02-22,1010,2
SO585526,2025-08-29,1009,1
SO459176,2023-10-18,1019,5
SO670284,2023-08-31,1011,3
SO635218,2023-12-22,1005,4
SO277084,2024-06-14,1010,3
SO521373,2023-02-25,1010,3
SO371097,2025-08-26,1009,1
SO792229,2023-05-01,1015,1
SO306000,2024-06-30,1002,1
SO504572,2023-09-14,1017,3
SO640136,2023-11-27,1017,6
SO658661,2024-09-15,1011,5
SO977667,2025-09-12,1020,1
SO928486,2023-10-16,1002,5
SO932321,2025-04-29,1010,2
SO880678,2024-04-05,1006,2
SO151841,2024-11-13,1011,4
SO710490,2025-10-23,1018,4
SO758506,2024-01-29,1004,3
SO191510,2023-05-12,1020,3
SO200560,2024-04-22,1018,2
SO157781,2025-06-29,1001,5
SO385163,2024-04-22,1008,1
SO933461,2023-06-04,1011,2
SO225296,2023-10-15,1007,4
SO852348,2025-06-30,1008,2
SO407131,2025-04-04,1020,1
SO452816,2025-06-22,1008,3
SO495383,2024-05-28,1014,3
SO964339,2024-09-20,1008,1
SO524496,2025-12-23,1003,5
SO571052,2023-02-27,1014,4
SO736700,2025-12-01,1004,3
SO982510,2024-10-26,1003,5
SO472903,2024-08-09,1003,3
SO590089,2025-07-05,1006,3
SO905734,2024-06-01,1004,4
SO883026,2025-08-21,1015,3
SO388841,2023-09-17,1003,5
SO176299,2023-01-08,1003,5
SO362879,2023-11-28,1006,7
SO670661,2023-06-26,1011,2
SO132570,2023-09-05,1009,4
SO700059,2025-11-21,1019,6
SO486709,2025-06-22,1014,4
SO468222,2023-04-11,1012,1
SO223478,2025-07-04,1008,4
SO791924,2024-09-18,1002,1
SO557473,2024-02-25,1012,3
SO580981,2023-08-27,1005,1
SO479150,2024-06-13,1001,3
SO971214,2024-05-20,1014,3
SO573158,2023-11-03,1010,3
SO160523,2023-11-18,1010,4
SO161236,2024-03-07,1015,2
SO503890,2024-06-12,1016,5
SO303605,2025-06-02,1004,1
SO457722,2024-02-19,1008,1
SO304213,2024-04-09,1010,2
SO520704,2023-02-08,1004,2
SO418873,2023-09-02,1006,4
SO490463,2025-09-24,1013,4
SO770455,2023-03-11,1014,2
SO685813,2024-10-29,1005,6
SO797920,2025-12-08,1012,4
SO862437,2024-10-17,1001,3
SO713337,2023-01-03,1003,1
SO865216,2025-07-08,1017,5
SO989011,2025-06-07,1001,3
SO209925,2024-03-18,1020,1
SO826653,2025-10-11,1002,5
SO141492,2025-07-13,1017,3
SO113224,2024-07-25,1012,4
SO543532,2025-11-09,1010,4
SO119792,2023-06-28,1012,3
SO389339,2023-01-16,1010,4
SO726000,2025-02-21,1017,4
SO516370,2025-11-11,1014,4
SO435173,2025-01-29,1007,3
SO623679,2025-05-28,1020,2
SO325546,2024-02-23,1014,2
SO925870,2025-01-15,1013,3
SO553289,2023-06-02,1015,3
SO880337,2023-02-14,1007,3
SO705335,2023-06-17,1016,1
SO725301,2023-09-29,1016,3
SO990005,2023-01-31,1018,1
SO171433,2023-12-04,1002,5
SO844602,2025-02-12,1018,4
SO751585,2025-06-10,1020,1
SO651424,2023-12-13,1014,3
SO203087,2023-10-29,1016,5
SO452248,2025-02-14,1015,2
SO382615,2024-01-19,1013,2
SO165519,2025-02-04,1001,5
SO614786,2025-08-28,1014,5
SO265530,2025-08-28,1013,3
SO460825,2025-07-21,1008,5
SO375667,2024-07-10,1003,1
SO834784,2024-08-28,1020,1
SO324961,2025-03-12,1019,2
SO868704,2023-03-24,1006,4
SO440409,2024-07-11,1007,2
SO752607,2025-04-18,1018,5
SO466444,2023-02-18,1004,2
SO749154,2025-06-21,1006,2
SO555949,2023-06-17,1007,5
SO195227,2025-08-14,1004,4
SO220291,2023-03-10,1002,4
SO714201,2023-07-14,1004,4
SO548834,2024-08-18,1012,2
SO230952,2025-02-08,1003,2
SO819508,2024-11-24,1016,5
SO374524,2023-12-07,1010,7
SO231258,2024-07-10,1015,2
SO869844,2024-01-23,1016,4
SO609290,2025-07-08,1016,1
SO679302,2024-11-09,1005,5
SO662897,2023-02-18,1017,5
SO401133,2025-01-03,1002,1
SO840770,2024-01-28,1015,5
SO436031,2024-04-05,1012,3
SO927418,2025-09-10,1017,2
SO237716,2023-04-10,1001,5
SO398176,2024-07-23,1001,4
SO160312,2024-11-09,1015,3
SO182724,2025-06-05,1004,1
SO530477,2023-07-22,1010,5
SO616559,2023-10-20,1013,4
SO371847,2024-08-06,1012,2
SO681182,2023-08-17,1012,2
SO703643,2025-02-03,1017,4
SO609039,2025-03-26,1004,1
SO817074,2025-04-12,1005,5
SO815180,2023-12-19,1009,5
SO192335,2023-07-23,1017,1
SO940424,2025-03-28,1016,4
SO128370,2023-08-23,1004,2
SO843287,2023-10-07,1017,4
SO887874,2025-06-25,1010,4
SO338557,2025-08-30,1013,2
SO837807,2025-08-13,1002,4
SO429184,2025-04-13,1014,2
SO454049,2025-12-16,1012,6
SO406930,2025-11-10,1008,5
SO325201,2023-01-16,1006,2
SO986353,2023-10-25,1017,5
SO305722,2024-02-25,1003,1
SO586780,2023-04-24,1014,3
SO772847,2024-01-25,1014,3
SO108274,2023-10-30,1018,3
SO346758,2025-04-07,1005,1
SO263088,2025-10-07,1008,7
SO183329,2023-12-08,1002,4
SO427150,2024-02-26,1019,5
SO522292,2024-05-16,1014,4
SO817600,2024-04-11,1013,5
SO405123,2024-05-18,1019,1
SO224305,2024-08-03,1006,2
SO828499,2025-02-06,1007,2
SO974835,2024-01-21,1016,5
SO932009,2023-03-26,1008,3
SO841551,2025-02-14,1011,2
SO533427,2025-08-22,1012,3
SO765359,2025-10-12,1020,7
SO297573,2023-07-27,1017,2
SO333776,2025-07-28,1008,4
SO185136,2025-06-05,1011,4
SO891473,2023-11-28,1005,3
SO402018,2025-02-09,1009,1
SO994344,2023-10-16,1017,6
SO239036,2024-04-06,1005,4
SO814556,2024-05-02,1008,2
SO370821,2023-12-10,1017,5
SO629732,2023-07-01,1006,1
SO981578,2025-06-10,1018,1
SO435058,2025-11-29,1015,3
SO369974,2025-05-03,1018,2
SO372983,2024-01-26,1014,3
SO203286,2024-03-22,1006,3
SO654392,2023-01-04,1012,5
SO716585,2025-04-17,1018,4
SO878938,2025-03-18,1014,1
SO249961,2024-11-02,1019,5
SO598944,2023-11-21,1010,5
SO531241,2023-03-09,1005,1
SO432628,2024-01-25,1004,4
SO891092,2023-06-26,1016,1
SO763044,2023-04-01,1017,4
SO722804,2023-03-31,1016,3
SO934011,2024-07-09,1005,1
SO873961,2023-10-02,1019,5
SO252935,2025-01-28,1006,5
SO519944,2025-08-01,1014,5
SO869188,2025-01-16,1007,1
SO361045,2024-06-10,1015,1
SO726360,2023-05-05,1005,5
SO478606,2024-08-09,1005,2
SO846912,2025-12-06,1004,5
SO406436,2023-01-11,1012,5
SO540552,2025-01-08,1007,3
SO557523,2025-07-23,1001,4
SO837344,2023-01-26,1020,5
SO108007,2025-08-09,1020,3
SO451924,2023-11-02,1012,6
SO493171,2024-10-06,1007,4
SO769984,2025-07-22,1002,1
SO241816,2024-11-02,1006,3
SO205610,2025-06-04,1015,3
SO383372,2025-04-02,1004,1
SO929398,2023-06-06,1008,3
SO469976,2024-01-12,1001,2
SO685942,2024-12-21,1011,7
SO185876,2023-01-10,1003,2
SO611403,2025-06-07,1010,1
SO521848,2023-06-29,1019,5
SO457909,2023-11-30,1016,3
SO660742,2023-02-04,1011,5
SO424901,2025-08-06,1012,1
SO114908,2024-12-19,1002,5
SO735203,2023-01-25,1011,2
SO275709,2025-04-22,1008,2
SO709007,2023-06-04,1015,4
SO930472,2024-10-29,1009,2
SO945640,2025-09-09,1014,2
SO888390,2024-12-03,1005,3
SO916477,2024-04-16,1010,3
SO960348,2025-08-01,1007,5
SO486042,2024-01-28,1009,3
SO308713,2023-10-27,1008,4
SO847949,2023-05-15,1013,2
SO335258,2025-11-16,1007,3
SO317478,2024-06-28,1005,1
SO178562,2023-03-12,1018,5
SO146058,2023-06-02,1012,4
SO833380,2024-05-05,1019,1
SO402458,2025-10-15,1011,5
SO579159,2025-03-09,1010,1
SO796231,2024-04-30,1014,3
SO942489,2025-03-27,1002,3
SO225182,2024-02-23,1015,4
SO178908,2024-11-25,1008,5
SO702559,2023-02-04,1017,1
SO263637,2023-04-02,1015,4
SO120214,2023-06-06,1008,1
SO511658,2024-08-12,1020,5
SO633375,2025-03-21,1016,4
SO125365,2025-11-25,1001,4
SO793222,2023-01-18,1015,1
SO246323,2024-08-31,1019,2
SO394263,2025-04-19,1003,1
SO225627,2023-08-12,1006,5
SO682941,2025-04-26,1007,1
SO164221,2023-03-22,1007,1
SO229808,2023-09-23,1016,1
SO663692,2024-12-26,1010,3
SO723100,2024-08-29,1002,4
SO844096,2025-02-14,1009,5
SO877155,2025-07-23,1015,2
SO493159,2023-07-25,1005,4
SO275972,2025-12-29,1007,6
SO556837,2025-10-18,1017,5
SO703491,2024-10-11,1012,3
SO833223,2023-06-04,1016,3
SO411586,2023-10-28,1017,4
SO829242,2025-03-06,1020,2
SO783576,2023-09-18,1002,2
SO451464,2024-01-21,1006,4
SO338448,2024-03-08,1007,3
SO481853,2024-10-18,1006,3
SO424863,2025-07-15,1004,4
SO169972,2023-06-10,1001,1
SO246714,2023-05-10,1003,5
SO841317,2025-09-19,1012,5
SO490212,2025-01-19,1012,2
SO741533,2023-10-12,1020,2
SO690257,2024-01-17,1017,3
SO827261,2023-12-20,1010,2
SO609291,2023-01-12,1020,2
SO313241,2024-06-14,1004,3
SO613260,2023-02-09,1009,2
SO133324,2023-03-19,1019,2
SO481756,2024-10-01,1007,6
SO305596,2024-02-24,1018,5
SO567834,2024-09-07,1013,4
SO150973,2024-02-06,1006,3
SO456270,2024-03-30,1020,3
SO750489,2024-03-12,1006,4
SO586533,2025-10-02,1004,6
SO791793,2025-12-20,1016,3
SO651583,2024-08-12,1019,4
SO922361,2024-09-07,1018,1
SO164491,2024-11-17,1008,3
SO909860,2025-05-20,1004,4
SO704979,2024-06-28,1011,5
SO827162,2025-02-22,1016,4
SO207740,2025-10-29,1007,4
SO630136,2024-10-17,1013,5
SO381128,2023-02-11,1018,4
SO451606,2024-02-06,1012,3
SO798112,2025-10-30,1010,7
SO836265,2025-05-04,1018,1
SO394536,2025-08-21,1014,5
SO246905,2024-05-21,1019,2
SO597249,2023-03-04,1007,5
SO914658,2024-09-26,1003,5
SO814260,2025-10-16,1006,3
SO920756,2024-03-22,1008,1
SO925439,2024-11-28,1003,6
SO417114,2023-09-13,1001,3
SO549672,2023-10-24,1019,7
SO290576,2025-09-07,1002,5
SO669731,2025-09-20,1011,2
SO988017,2025-03-30,1010,1
SO733303,2024-01-10,1007,5
SO207406,2024-10-27,1016,3
SO662264,2024-06-28,1012,5
SO113106,2023-07-10,1001,5
SO697970,2025-05-03,1015,3
SO360815,2024-06-14,1005,3
SO749712,2025-02-01,1019,1
SO760315,2025-05-03,1004,2
SO489491,2024-11-28,1020,3
SO639316,2023-07-02,1019,1
SO205141,2025-03-26,1006,4
SO797339,2024-06-17,1018,3
SO497973,2024-06-10,1013,3
SO722323,2023-09-02,1004,2
SO226584,2024-09-14,1017,5
SO744247,2023-04-06,1005,5
SO518497,2024-02-10,1013,5
SO822275,2024-06-04,1005,4
SO569583,2024-12-27,1003,3
SO697409,2024-01-05,1008,3
SO655654,2025-02-07,1005,5
SO913204,2025-10-14,1015,5
SO201985,2024-02-22,1010,5
SO717270,2023-09-24,1005,4
SO544283,2025-04-25,1005,2
SO853723,2025-07-21,1008,2
SO582874,2024-03-06,1009,5
SO486665,2024-03-17,1012,1
SO130103,2025-10-13,1012,4
SO505333,2024-06-19,1009,5
SO210829,2024-07-22,1016,1
SO478757,2023-12-30,1020,3
SO260166,2024-06-16,1014,4
SO979259,2023-04-01,1002,1
SO696860,2024-04-18,1007,1
SO588870,2025-11-24,1012,4
SO807114,2024-07-24,1018,3
SO936375,2024-11-24,1002,7
SO796038,2025-04-04,1003,1
SO537354,2023-03-09,1017,3
SO596704,2024-02-02,1003,1
SO533740,2023-03-04,1007,1
SO225512,2024-10-06,1008,4
SO937373,2023-07-29,1006,4
SO870102,2025-10-27,1019,5
SO806836,2025-05-19,1007,3
SO505419,2023-08-12,1011,5
SO696144,2024-05-21,1017,2
SO922786,2023-08-08,1001,4
SO209212,2023-12-19,1002,4
SO965516,2025-05-13,1012,5
SO820485,2024-03-29,1007,1
SO615686,2023-04-25,1020,3
SO192038,2023-10-21,1014,6
SO892944,2024-12-20,1005,4
SO333369,2025-02-27,1015,2
SO884116,2023-09-09,1018,3
SO782572,2023-11-28,1019,3
SO187354,2025-06-03,1015,3
SO824928,2023-04-11,1008,1
SO237276,2024-02-03,1014,2
SO924941,2023-05-02,1009,2
SO821216,2025-08-31,1019,1
SO591321,2023-09-20,1014,5
SO855410,2024-12-25,1010,7
SO868462,2025-09-15,1002,2
SO992892,2024-10-01,1016,2
SO133054,2023-03-20,1005,4
SO960540,2023-10-19,1007,6
SO630981,2025-08-14,1016,3
SO106391,2025-02-12,1006,1
SO617991,2024-02-21,1003,2
SO728394,2023-07-17,1018,4
SO122206,2025-07-22,1012,5
SO979585,2023-09-04,1004,3
SO340076,2023-07-14,1011,3
SO304018,2024-08-02,1006,4
SO445235,2024-10-01,1014,6
SO975514,2023-07-04,1019,3
SO588480,2025-01-20,1002,4
SO435503,2024-03-12,1019,1
SO913710,2023-04-05,1005,5
SO349977,2025-03-17,1001,2
SO360608,2025-06-22,1001,3
SO392928,2025-06-24,1009,3
SO694064,2025-02-21,1009,2
SO224256,2025-11-29,1003,15
SO224083,2025-11-29,1005,8
